Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","394.7","","Official data"
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","344.9","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","303.6","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","246.3","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2018","2018","USD","2113","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2133.4","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","4532","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2115.8","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","312.5","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","249.7","","Official data"
"PP","Producer Prices - Annual","149","Nepal","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","275.7","","Official data"
"PP","Producer Prices - Annual","150","Netherlands","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","218.9","","Official data"
"PP","Producer Prices - Annual","150","Netherlands","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","210","","Official data"
"PP","Producer Prices - Annual","150","Netherlands","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","213.7","","Official data"
"PP","Producer Prices - Annual","153","New Caledonia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","542.7","","Official data"
"PP","Producer Prices - Annual","153","New Caledonia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","741.3","","Official data"
"PP","Producer Prices - Annual","153","New Caledonia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","542.7","","Official data"
"PP","Producer Prices - Annual","153","New Caledonia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","449.6","","Official data"
"PP","Producer Prices - Annual","156","New Zealand","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","268.5","","Official data"
"PP","Producer Prices - Annual","156","New Zealand","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","298.2","","Official data"
"PP","Producer Prices - Annual","156","New Zealand","5532","Producer Price (USD/tonne)","1163","Meat, game","2018","2018","USD","3488","","Official data"
"PP","Producer Prices - Annual","156","New Zealand","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","221.4","","Official data"
"PP","Producer Prices - Annual","156","New Zealand","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","256.7","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","173.1","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","163.5","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3101.1","Fc","Calculated data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","950.6","Fc","Calculated data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2469.1","Fc","Calculated data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3437.5","Fc","Calculated data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","256.9","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","330.7","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","200","","Official data"
"PP","Producer Prices - Annual","154","North Macedonia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","195.6","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","346.5","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","6327.7","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2428.5","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","4057.8","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","638.2","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","686.1","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","3146.6","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","15370.4","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","4772.2","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","USD","3050.7","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","313.4","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","345.5","","Official data"
"PP","Producer Prices - Annual","162","Norway","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","397.9","","Official data"
"PP","Producer Prices - Annual","221","Oman","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","213","","Official data"
"PP","Producer Prices - Annual","221","Oman","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","557.9","","Official data"
"PP","Producer Prices - Annual","221","Oman","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","234.9","","Official data"
"PP","Producer Prices - Annual","221","Oman","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","130","","Official data"
"PP","Producer Prices - Annual","221","Oman","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","929.8","","Official data"
"PP","Producer Prices - Annual","169","Paraguay","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","131.7","","Official data"
"PP","Producer Prices - Annual","169","Paraguay","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","200.6","","Official data"
"PP","Producer Prices - Annual","169","Paraguay","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","110.4","","Official data"
"PP","Producer Prices - Annual","169","Paraguay","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","170.1","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","395.8","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","546.6","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","476.8","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","92","Quinoa","2018","2018","USD","1171.5","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","304.4","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","378.2","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","179.3","","Official data"
"PP","Producer Prices - Annual","170","Peru","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","488.7","","Official data"
"PP","Producer Prices - Annual","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","270.8","","Official data"
"PP","Producer Prices - Annual","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","387.4","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","188.3","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","290.4","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","171.4","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","314.3","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","161.1","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","165.3","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","183","","Official data"
"PP","Producer Prices - Annual","173","Poland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","201","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","226.8","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","204.4","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","1491.8","Fc","Calculated data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1833.8","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","184.7","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","368.5","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","222.4","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","200.7","","Official data"
"PP","Producer Prices - Annual","174","Portugal","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","223.6","","Official data"
"PP","Producer Prices - Annual","117","Republic of Korea","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","2009.5","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","148.9","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","565.4","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","135.6","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","180.7","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","153.1","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","182.1","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","134.1","","Official data"
"PP","Producer Prices - Annual","146","Republic of Moldova","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","149.2","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","208","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","180.1","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3263.9","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1862.2","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2268.1","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","5038.5","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","220.7","","Official data"
"PP","Producer Prices - Annual","183","Romania","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","172.5","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","129.5","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","120","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","126.2","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3639","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1557.2","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2465.2","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","4174.2","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","188","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","95.3","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","261.8","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","88.7","","Official data"
"PP","Producer Prices - Annual","185","Russian Federation","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","136.2","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","264.6","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","2587","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2514.4","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","1576.2","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","3308.5","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","867.7","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","418.5","","Official data"
"PP","Producer Prices - Annual","184","Rwanda","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","504.4","","Official data"
"PP","Producer Prices - Annual","191","Saint Vincent and the Grenadines","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","1714.7","","Official data"
"PP","Producer Prices - Annual","272","Serbia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","160.9","","Official data"
"PP","Producer Prices - Annual","272","Serbia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","145.4","","Official data"
"PP","Producer Prices - Annual","272","Serbia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","190.3","","Official data"
"PP","Producer Prices - Annual","272","Serbia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","181.7","","Official data"
"PP","Producer Prices - Annual","272","Serbia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","162.8","","Official data"
"PP","Producer Prices - Annual","197","Sierra Leone","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","117.6","","Official data"
"PP","Producer Prices - Annual","197","Sierra Leone","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","568.9","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","206","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","169.8","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3641.3","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1706.1","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","1938.8","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","261.8","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","147.2","","Official data"
"PP","Producer Prices - Annual","199","Slovakia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","183.8","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","168.1","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","529.5","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","173.4","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","398.6","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","195.4","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","164.3","","Official data"
"PP","Producer Prices - Annual","198","Slovenia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","188.2","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","258.7","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","141.2","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3428.5","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2081.7","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1752","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","5380.2","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","254.4","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","220.4","","Official data"
"PP","Producer Prices - Annual","202","South Africa","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","283","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","203.7","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","101","Canary seed","2018","2018","USD","587.5","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","208.2","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1108","Meat, ass","2018","2018","USD","1154.6","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","2774.8","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1367.2","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","4862.4","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","2100.4","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1111","Meat, mule","2018","2018","USD","1197.8","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1350.8","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","2173.2","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3437.6","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","352","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","171.3","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","344.6","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","192.6","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","204","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","203","","Official data"
"PP","Producer Prices - Annual","203","Spain","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","217.3","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","275.3","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2018","2018","USD","4247.6","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2551.1","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","8460.5","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2795.7","","Official data"
"PP","Producer Prices - Annual","38","Sri Lanka","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","296.1","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","995.6","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","5862.6","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","3819.1","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","6069","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","7035.2","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2110.5","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","7035.2","","Official data"
"PP","Producer Prices - Annual","207","Suriname","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","151.4","","Official data"
"PP","Producer Prices - Annual","210","Sweden","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","224.7","","Official data"
"PP","Producer Prices - Annual","210","Sweden","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","207.8","","Official data"
"PP","Producer Prices - Annual","210","Sweden","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","207.9","","Official data"
"PP","Producer Prices - Annual","210","Sweden","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","204.5","","Official data"
"PP","Producer Prices - Annual","210","Sweden","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","213.3","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","316","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","340.5","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","9436.7","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","7726.9","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","5381","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","3353.2","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","19762.1","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","10911.3","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","282.2","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","367.1","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","305.8","","Official data"
"PP","Producer Prices - Annual","211","Switzerland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","465.3","","Official data"
"PP","Producer Prices - Annual","216","Thailand","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","246.7","","Official data"
"PP","Producer Prices - Annual","216","Thailand","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","300.6","","Official data"
"PP","Producer Prices - Annual","216","Thailand","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","213.9","","Official data"
"PP","Producer Prices - Annual","217","Togo","5532","Producer Price (USD/tonne)","94","Fonio","2018","2018","USD","973.5","","Official data"
"PP","Producer Prices - Annual","217","Togo","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","269.9","","Official data"
"PP","Producer Prices - Annual","217","Togo","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","428.3","","Official data"
"PP","Producer Prices - Annual","217","Togo","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","415.7","","Official data"
"PP","Producer Prices - Annual","220","Trinidad and Tobago","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","406.2","","Official data"
